sex,Age,Married,Number_children,education_level,total_members,gained_asset,durable_asset,save_asset,living_expenses,other_expenses,incoming_salary,incoming_own_farm,incoming_business,incoming_no_business,incoming_agricultural,farm_expenses,labor_primary,lasting_investment,no_lasting_investmen
1,29,1,2,9,4,45433456,18065337,33632276,18444368,40182564,1,0,0,1,36835351,10409991,1,22977036,15775139.0
0,21,0,1,7,3,28819064,13440030,23399979,41171407,45833058,0,0,0,0,45336756,64513039,0,17912676,64417739.29287779
1,22,1,2,13,4,20651573,19298521,96092224,46711496,12652143,1,0,0,0,30028818,31363432,1,26488599,10089684.0
1,38,1,5,9,7,67264557,22861940,94983925,90353384,10970529,0,1,0,0,90353384,60380168,0,11029128,76662464.0
1,25,1,3,10,5,37172832,75432396,80076847,40705733,40278656,0,1,0,0,6406148,44843035,0,11596846,12491988.0
0,32,0,1,9,3,39374581,20606413,23399979,70885172,14554688,0,0,0,0,31760730,26467275,0,21244185,61764453.695877634
1,34,1,5,10,8,28912201,17761046,23399979,13613064,16575909,0,0,0,0,53384566,44487137,0,22045602,19129469.0
1,20,1,3,10,6,72460321,25544514,23399979,36701891,12491988,0,1,0,1,13346142,16860625,0,98965753,1632678.0
1,32,1,3,9,5,30062505,14837404,9623259,12717353,41484423,0,0,1,0,17067678,22984740,0,15223926,47093510.609374434
1,45,0,1,5,2,14561077,82644205,23741569,28216897,30439369,0,0,0,0,51060787,47723848,0,23544799,33881696.37782562
1,27,1,2,12,4,35982490,32415915,30451254,20502335,26511723,0,0,0,0,24065280,15007973,0,73625099,50153587.82863136
1,47,1,4,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,4,8,6,34766083,2033952,23399979,18417675,1345291,0,1,0,0,52049952,91421068,0,24777051,16182196.0
1,20,1,3,10,5,19851755,21812933,23399979,26692283,32671356,0,1,0,0,22421518,24690363,0,22577571,11677874.0
1,23,0,3,10,5,8689367,43465407,29465576,52187925,84091855,0,0,0,0,21738007,18515842,0,66957182,5120489.441247411
1,22,0,3,8,7,20013973,2582474,95359648,34996766,28140600,0,0,0,1,93422990,23790151,0,23084580,14585091.771232627
1,23,0,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,1,0,5,3,21847893,30745235,27889660,17955234,97226966,0,0,0,0,43064677,77141261,0,20134605,75639988.96860947
0,70,0,3,16,5,88713196,23133472,40944832,23825045,11258847,0,1,0,0,24122062,32936407,0,14292687,12972817.434741918
1,24,1,2,9,4,41303146,16864185,23399979,26692283,30749509,1,0,0,0,46711493,38926247,1,21282776,24979527.0
1,22,1,1,1,3,6712542,36194736,23399979,15881909,67264557,0,0,0,0,21353827,17794855,0,48512659,33810225.0
1,21,1,2,9,4,20651573,97693756,23399979,20886711,15663032,0,0,0,0,28026898,50048029,0,12795455,75472431.0
1,26,1,2,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,45,1,6,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,38,0,2,8,4,37949152,63899401,23399979,13842447,23406080,0,0,0,0,18262704,53158265,0,82934716,17100428.750665076
1,19,1,1,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,47,0,3,7,5,19778983,22861940,98670692,40038424,47245342,1,0,0,0,40038424,34699969,1,21941057,68332243.0
1,34,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,25,1,2,9,4,39657676,20331776,20458037,23111412,33541829,0,0,0,0,25509414,30920353,0,12606187,36463360.320793256
1,32,1,2,9,4,20032969,24242233,28822047,5230084,33002502,0,0,0,0,56902868,73684470,0,47983831,67319946.86339006
1,23,0,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,24,1,4,11,6,3064541,28827665,31152676,46658112,79996773,0,1,0,1,19431982,14942384,0,58853497,1793192.0
0,47,0,2,6,4,25637420,27316013,26940148,19061263,26372188,0,0,0,0,36956190,15941933,0,3199895,13122723.780587116
1,65,0,0,1,1,34246805,22867917,25632377,15948955,85574269,0,0,0,0,31191061,49396528,0,59755203,47178303.15402418
1,25,1,4,14,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,79,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,18,0,1,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,76,0,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,45,0,3,5,6,24781887,69987167,23399979,26692283,16335678,1,0,0,0,64061481,21353826,1,10149551,21353826.0
0,52,0,2,6,3,23588627,6104586,23399979,50082485,22500572,0,0,0,0,25199455,26986822,0,23592738,11356042.217425441
1,54,0,2,10,3,76083762,47057142,23399979,60072475,34395652,0,0,0,0,37333583,31111318,0,5583474,64550865.58353754
1,22,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,4,9,6,27439753,21507773,80076850,29625604,38860004,1,0,0,1,25256484,13554774,1,2298759,15372950.411646131
1,70,1,3,6,7,36763528,13132603,23399979,17349985,59256868,0,1,0,0,30028818,31363432,0,53099207,33603850.543647975
1,31,0,3,10,5,36350497,44843036,23399979,14013449,30108896,0,0,1,1,48046112,30028818,0,16293855,53810309.0
0,36,0,4,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,53,0,4,3,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,30,1,2,12,4,59982504,28853714,23399979,14181464,49593539,0,0,0,0,41401590,80276031,0,72830338,22953025.111548807
1,58,0,0,1,2,14387782,99615601,16015369,26692283,48046112,0,0,1,1,53384566,4448714,0,26271185,40750217.0
1,28,1,4,10,6,28912201,14654063,23399979,13346142,10089684,1,0,0,0,46711493,57610846,1,16175523,57610846.0
1,29,1,4,9,6,75471823,56036142,23399979,15535617,19450282,0,0,0,1,42528164,49151644,0,14387599,8455765.10423302
1,45,1,1,9,4,22215973,24449673,36296396,5881585,39913373,0,0,0,0,37133891,79604101,0,44152254,72084274.78973779
1,29,1,5,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,68,1,1,4,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,42,1,3,11,6,32656699,29211458,96092224,55244787,16167876,0,0,0,0,26199035,11210627,0,59630578,53321089.83773136
1,24,1,4,5,6,13922338,19065646,23399979,52712717,46863063,0,0,0,0,19704651,68742330,0,36030916,64475738.95035285
0,36,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,20,1,1,8,3,28912201,23222287,23399979,2936151,23222286,1,0,0,1,66730709,59612763,1,30749512,72531837.0
1,31,1,4,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,1,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,31,1,3,6,5,20651573,60858406,23399979,16415755,14173602,0,0,1,1,30028818,42707652,0,87916122,31390125.0
1,23,1,0,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,9,8,12,16521257,21620749,23399979,3122997,13132604,1,0,0,0,33365355,67842889,1,23753336,35878878.0
0,31,1,2,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,40,1,0,8,3,42890683,46684802,23399979,53384566,12549644,0,0,0,1,48046112,32871548,0,10038586,46862308.0
1,50,0,0,6,1,22572538,85906062,23916457,16071133,47550061,0,0,0,0,44963629,53820964,0,23906649,15772016.499873742
0,30,0,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,22,1,1,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,31,1,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,39,0,2,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,79,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,18,0,1,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,47,1,2,1,5,27545317,31950662,59256868,20419598,18737984,0,1,0,0,43775349,36479455,0,31589197,68750427.0
1,38,0,3,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,1,1,6,3,19402155,24452709,21481798,18125764,95343327,0,0,0,0,45671480,76017964,0,26225121,64905424.02168181
1,29,1,2,10,4,388964,44122345,22421518,13346142,85522079,1,0,0,1,33365355,43819827,1,55138824,42131546.0
1,29,1,1,8,3,15324109,60047747,35747573,55793829,67452606,0,0,0,0,67854782,10450861,0,25389050,39861789.4841453
0,22,1,2,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,5,12,7,36819336,22861940,31824908,35020279,12508004,0,0,0,0,11130682,68154297,0,92843073,13915577.0
0,48,0,2,8,5,26722718,20885151,23399979,26692283,26323105,0,0,0,0,28042594,29563417,0,28680932,25294958.25432512
1,61,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,1,1,7,3,40128285,20541434,23399979,25806642,35283654,0,0,0,0,24111311,70413453,0,25246002,58953677.3378852
0,53,0,2,8,3,28912201,11931451,23399979,26692283,33632276,0,0,0,0,13346142,1290127,1,2194951,1864011.0
1,40,1,4,7,6,15855217,80076851,1481805,86082611,56053796,1,0,0,0,14013449,8124464,1,44022375,10480058.0
1,24,1,2,12,4,91907303,74471474,48046108,80076849,44714912,0,0,1,1,22154593,45154443,0,17790985,15569386.0
1,67,0,1,6,2,73517882,29540907,23399979,54605159,56473322,0,0,0,0,51757108,34098533,0,13926630,31363590.80878718
0,32,1,3,9,6,82606289,15134525,16056175,16062375,28647788,0,0,0,1,26746549,28853021,0,19398760,24855151.50695345
1,59,0,1,5,4,26505453,10009606,23399979,1601537,172966,0,1,0,0,18684598,15570499,0,13060536,53607001.0
1,20,1,1,7,3,20651573,20499673,24023056,17616907,25720684,0,1,0,1,36034581,12311816,0,23285522,37669487.0
1,23,1,2,10,4,28912201,14413833,23399979,66730708,17376677,1,0,0,0,13346142,25135233,1,14413833,25135233.0
1,25,1,3,13,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,43,1,6,13,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,29,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,21,1,2,14,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,29,0,4,3,6,22736953,85875840,12791383,21948085,79650241,0,0,0,0,68148100,20510216,0,97302120,60685104.41441113
0,28,1,1,8,3,22044077,58377049,33837466,41049160,57754201,0,0,0,1,73743601,7079446,0,11390052,33134408.097448714
1,20,1,2,10,3,83235669,16988283,22399257,27143225,18568982,0,0,0,0,70448826,72020364,0,17493117,71642031.20994335
0,31,1,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,49,0,3,7,7,31570225,27920726,15055140,12995079,23775779,0,0,0,0,25354815,41642936,0,46770261,49845081.61389855
1,31,1,3,10,5,34513123,51249184,22923141,24023054,78475311,0,1,0,0,24023054,18711288,0,4134921,73964317.0
1,26,1,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,44,1,6,8,8,35463731,27151611,12490838,85096540,80111288,0,0,0,0,26855988,29963393,0,78385694,66336971.89889639
1,73,0,0,4,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,22,1,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,1,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,52,0,2,2,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,61,1,4,6,6,12390944,30269049,23399979,52049952,16415754,0,1,0,0,40038424,13306103,0,437599,32257622.0
1,54,1,0,2,2,28912201,84998829,23399979,24702806,21237716,0,0,0,0,28681758,15346720,0,88349142,37916531.40188435
1,46,0,5,9,7,29308127,32030739,22088094,40524223,36034584,0,0,0,1,65396094,78853455,0,39768771,42251659.0
1,23,0,2,9,4,52402058,20997614,33414903,21204424,24398428,0,0,0,0,27374077,44293836,1,72988375,86789079.14552358
1,29,1,1,5,3,25309521,16100122,23399979,81781778,43163953,0,1,0,0,38710127,62768118,0,19513314,94168485.12176315
1,25,1,3,9,5,30958440,20669903,22435176,22301163,11513340,0,0,0,0,79009909,69160372,0,25813323,38762842.85901037
1,36,0,2,8,3,20651573,49487492,23399979,13346142,29548357,0,0,1,1,53384566,91198641,0,71099991,65173659.0
1,78,0,0,1,1,77177257,5375517,23286794,24780097,56118735,0,1,0,0,24780097,20650081,0,51511047,20650081.31702148
1,24,0,3,8,7,21221380,3407677,93882785,34745743,26011121,0,0,0,1,90434726,20493174,0,22837128,12961588.972514557
1,20,1,1,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,63,1,3,10,6,54972632,17456754,23399979,24023056,10730298,0,1,0,1,53384566,97871709,0,77233997,73448265.0
1,22,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,4,11,6,24343362,80076849,19154955,25624592,3843689,1,0,0,0,56053796,60724945,1,10454922,95424919.0
1,26,0,4,10,6,28912201,20515689,6406148,50715337,15855216,0,0,0,1,26692283,19574341,1,21332474,17278805.0
1,28,0,4,10,5,75386055,12748235,23399979,18684598,18898136,0,1,0,1,34166121,20197163,0,23618036,10171539.0
0,42,0,1,5,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,45,0,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,1,3,5,5,11428244,81678391,23399979,42440729,15214602,0,0,0,0,54719181,34699969,0,20877313,60324564.0
1,41,1,5,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,24,0,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,3,10,5,16521257,13068542,23399979,66730709,35233814,0,1,0,0,68599172,52383609,0,16001898,10576817.0
1,53,0,3,6,5,20819981,22861940,28028803,18684598,23302362,1,0,0,0,26158438,15570499,1,4053606,10899349.0
1,26,1,1,9,3,16736061,22861940,89250221,16015369,1577514,0,0,0,0,30028818,31363432,0,2073571,33603850.543647975
1,59,1,5,12,7,47725803,22861940,99787193,3203074,34593201,0,1,0,0,3203074,23489208,0,52968738,34166122.0
0,30,0,3,11,4,27506435,16712258,23399979,20847839,11877363,1,0,0,0,66660442,66283494,1,20531155,44730651.203793496
1,39,1,2,10,4,21843610,18824750,23399979,59094687,68403876,1,0,0,0,51100516,42583763,1,27101437,23036907.222037807
1,58,1,1,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,45,1,2,5,3,24164103,70392337,23399979,20785473,12913761,0,0,0,0,28610078,34006047,0,88668729,42823275.913292855
1,51,0,2,4,3,31984645,22542996,17499399,17092559,50770217,0,1,0,0,7293692,11201668,0,39227599,15108405.821328888
1,48,1,4,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,2,10,4,25178062,65685083,23399979,15465045,12637841,0,0,0,0,19205363,55918238,0,77916266,23116337.822843164
1,22,1,1,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,31,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,28,1,0,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,25,1,3,10,5,38415656,21941057,48046108,10676913,17937214,0,0,0,0,18684598,15570499,1,67723785,52205654.0
1,71,0,2,5,5,34626827,15780394,19785429,16986775,57513466,0,0,0,0,30028818,31363432,0,45392786,33603850.543647975
1,36,0,3,9,6,39335183,17186913,27586908,33413731,20909246,0,0,0,0,25874651,17822819,1,59082458,68546954.86747944
1,28,0,1,10,3,28912201,43815577,23399979,63871662,63682682,0,0,0,0,45838288,36633254,0,52949935,34883350.516536355
1,25,1,3,9,5,18978214,22861940,14940166,95291452,59417023,0,1,0,0,40038424,69666858,0,32721121,10970529.0
1,21,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,1,3,10,5,10325787,53411261,32030739,46711493,34192814,1,0,0,0,15815178,19585463,1,75428271,37566051.0
1,51,0,0,5,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,72,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,0,0,1,1,16803065,22861940,28075370,25766254,1555780,0,0,0,0,26550655,3032362,0,18881972,4110913.147177716
1,20,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,31,1,5,10,7,41303144,26449384,23399979,73403776,38757195,0,1,0,1,20553058,65300446,0,27687207,37426361.0
1,34,1,3,10,5,1937988,36138681,86483002,1134422,22501595,0,1,0,1,2268844,28471769,0,56799792,13596159.0
1,43,1,5,13,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,0,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,31,1,2,11,4,35308797,31801702,27559765,18796955,25907538,0,0,0,0,24142579,19882623,0,69591654,50762177.26265103
1,22,1,3,6,5,28912201,23222287,23399979,21353827,22421518,0,0,1,1,30028818,40038425,0,26193585,13372833.0
1,28,1,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,20,1,3,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,62,0,0,9,2,28912201,17520815,23399979,33765738,11771297,1,0,0,0,37369196,31140998,1,18385645,57833278.0
1,80,0,2,1,4,28912201,60858407,23399979,2535767,26905823,0,1,0,0,1227845,16237804,0,60858407,10111927.0
1,32,1,3,8,5,32471781,83204191,12875470,10454540,22762808,0,0,0,0,23890318,28468631,0,70093704,18813351.278295744
1,22,1,2,10,4,82606287,21332472,23399979,80076849,70467629,0,1,0,0,10676913,88974275,0,22863211,88974275.0
0,27,0,2,6,5,20011544,17380945,18320492,72888022,5472018,0,0,0,0,26692283,16394124,0,18305974,27008214.656076945
1,65,0,1,6,3,35524435,12139651,23399979,22688441,38436887,0,1,0,0,24023056,62726867,0,48432822,22288055.0
1,46,0,2,6,4,27644917,29234008,19477457,16349022,88160892,0,0,0,0,38198137,60658391,0,47506808,33093390.431296032
1,55,0,0,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,65,1,1,10,5,69741156,14333755,23399979,86749923,21780903,0,1,0,0,6406148,53384566,0,85195984,13746526.0
1,26,1,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,19,1,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,1,6,10,8,57824402,21700827,88084536,14680755,78155006,0,0,1,1,14013449,23689401,0,34690182,287943.0
1,51,0,5,13,9,7527966,6328049,23399979,10848301,11078405,0,0,0,0,12261689,16731921,0,16248300,15466539.269884394
1,60,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,40,0,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,47,0,4,9,8,82512967,52634907,23449680,60096062,21005958,0,1,0,0,74861362,10257659,0,66048796,31673354.63188792
1,23,1,3,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,39,1,3,6,5,17172074,22861940,27327740,13476602,91430382,0,1,0,0,11857580,34651431,0,37842080,23357281.015142784
1,23,0,5,9,6,33042515,17584877,12812296,74071088,25544516,0,0,1,1,30028818,31363432,0,25741785,16095448.0
1,42,1,4,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,0,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,19,1,2,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,36,0,0,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,0,3,10,4,18097368,80076847,12511779,26692283,70627785,0,0,1,1,30028818,34721323,0,18923431,35855746.0
1,20,1,3,8,4,77828047,16647101,25797026,24171750,21188276,0,0,0,0,66879832,64860872,0,20634794,77437588.05641417
0,27,1,4,9,6,82606287,17170191,22493755,4789908,25857261,0,0,0,1,29623786,31053647,0,19122477,20475574.727844056
1,22,1,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
